Rate_adj,health_event,Visit,Geography,year,age_group,month,Sex,rate_per_10k,rate_per_10kpy,count,dailyMean
Crude/Age-Specific Rate,Asthma,Inpatient,Montgomery,2010-2012,Total,Total,Total,33.19,11.063,166,0.151
Crude/Age-Specific Rate,Asthma,Inpatient,Montgomery,2011-2013,Total,Total,Total,33.11,11.038,165,0.151
Crude/Age-Specific Rate,Asthma,Inpatient,Montgomery,2012-2014,Total,Total,Total,28.94,9.648,144,0.131
Crude/Age-Specific Rate,Asthma,Inpatient,Montgomery,2013-2015,Total,Total,Total,25.98,8.659,129,0.118
Crude/Age-Specific Rate,Asthma,Inpatient,Montgomery,2014-2016,Total,Total,Total,19.81,6.603,98,0.089
Crude/Age-Specific Rate,Asthma,Inpatient,Montgomery,2015-2017,Total,Total,Total,16.02,5.342,79,0.072
Crude/Age-Specific Rate,Asthma,Inpatient,Montgomery,2016-2018,Total,Total,Total,12.39,4.129,61,0.056
Crude/Age-Specific Rate,Asthma,Inpatient,Montgomery,2017-2019,Total,Total,Total,,,59,0.054
Crude/Age-Specific Rate,Asthma,Inpatient,Nassau,2000-2002,Total,Total,Total,40.34,13.448,5397,4.924
Crude/Age-Specific Rate,Asthma,Inpatient,Nassau,2000-2019,Total,Total,Total,261.33,13.066,35089,4.803
Crude/Age-Specific Rate,Asthma,Inpatient,Nassau,2001-2003,Total,Total,Total,43.17,14.388,5779,5.278
Crude/Age-Specific Rate,Asthma,Inpatient,Nassau,2002-2004,Total,Total,Total,45.02,15.008,6029,5.501
Crude/Age-Specific Rate,Asthma,Inpatient,Nassau,2003-2005,Total,Total,Total,46.20,15.401,6176,5.635
Crude/Age-Specific Rate,Asthma,Inpatient,Nassau,2004-2006,Total,Total,Total,44.42,14.805,5915,5.397
Crude/Age-Specific Rate,Asthma,Inpatient,Nassau,2005-2007,Total,Total,Total,43.17,14.390,5726,5.229
Crude/Age-Specific Rate,Asthma,Inpatient,Nassau,2006-2008,Total,Total,Total,42.57,14.192,5637,5.143
Crude/Age-Specific Rate,Asthma,Inpatient,Nassau,2007-2009,Total,Total,Total,43.61,14.538,5785,5.278
Crude/Age-Specific Rate,Asthma,Inpatient,Nassau,2008-2010,Total,Total,Total,44.35,14.784,5912,5.394
Crude/Age-Specific Rate,Asthma,Inpatient,Nassau,2009-2011,Total,Total,Total,45.43,15.144,6088,5.560
Crude/Age-Specific Rate,Asthma,Inpatient,Nassau,2010-2012,Total,Total,Total,44.89,14.962,6041,5.512
Crude/Age-Specific Rate,Asthma,Inpatient,Nassau,2011-2013,Total,Total,Total,43.64,14.545,5888,5.372
Crude/Age-Specific Rate,Asthma,Inpatient,Nassau,2012-2014,Total,Total,Total,41.44,13.812,5603,5.112
Crude/Age-Specific Rate,Asthma,Inpatient,Nassau,2013-2015,Total,Total,Total,38.27,12.756,5181,4.732
Crude/Age-Specific Rate,Asthma,Inpatient,Nassau,2014-2016,Total,Total,Total,33.68,11.226,4564,4.164
Crude/Age-Specific Rate,Asthma,Inpatient,Nassau,2015-2017,Total,Total,Total,28.52,9.506,3867,3.528
Crude/Age-Specific Rate,Asthma,Inpatient,Nassau,2016-2018,Total,Total,Total,25.82,8.605,3503,3.196
Crude/Age-Specific Rate,Asthma,Inpatient,Nassau,2017-2019,Total,Total,Total,,,3396,3.101
Crude/Age-Specific Rate,Asthma,Inpatient,New York County,2000-2002,Total,Total,Total,91.29,30.430,14155,12.915
Crude/Age-Specific Rate,Asthma,Inpatient,New York County,2000-2019,Total,Total,Total,450.40,22.520,71898,9.842
Crude/Age-Specific Rate,Asthma,Inpatient,New York County,2001-2003,Total,Total,Total,91.97,30.657,14327,13.084
Crude/Age-Specific Rate,Asthma,Inpatient,New York County,2002-2004,Total,Total,Total,91.13,30.377,14239,12.992
Crude/Age-Specific Rate,Asthma,Inpatient,New York County,2003-2005,Total,Total,Total,87.53,29.178,13730,12.527
Crude/Age-Specific Rate,Asthma,Inpatient,New York County,2004-2006,Total,Total,Total,82.53,27.509,12989,11.851
Crude/Age-Specific Rate,Asthma,Inpatient,New York County,2005-2007,Total,Total,Total,78.65,26.217,12409,11.332
Crude/Age-Specific Rate,Asthma,Inpatient,New York County,2006-2008,Total,Total,Total,79.45,26.484,12571,11.470
Crude/Age-Specific Rate,Asthma,Inpatient,New York County,2007-2009,Total,Total,Total,78.80,26.268,12482,11.389
Crude/Age-Specific Rate,Asthma,Inpatient,New York County,2008-2010,Total,Total,Total,77.16,25.719,12240,11.168
Crude/Age-Specific Rate,Asthma,Inpatient,New York County,2009-2011,Total,Total,Total,72.80,24.265,11600,10.594
Crude/Age-Specific Rate,Asthma,Inpatient,New York County,2010-2012,Total,Total,Total,68.20,22.734,10960,10.000
Crude/Age-Specific Rate,Asthma,Inpatient,New York County,2011-2013,Total,Total,Total,65.33,21.775,10582,9.655
Crude/Age-Specific Rate,Asthma,Inpatient,New York County,2012-2014,Total,Total,Total,63.29,21.098,10300,9.398
Crude/Age-Specific Rate,Asthma,Inpatient,New York County,2013-2015,Total,Total,Total,57.48,19.159,9377,8.563
Crude/Age-Specific Rate,Asthma,Inpatient,New York County,2014-2016,Total,Total,Total,48.11,16.038,7862,7.173
Crude/Age-Specific Rate,Asthma,Inpatient,New York County,2015-2017,Total,Total,Total,38.51,12.837,6293,5.742
Crude/Age-Specific Rate,Asthma,Inpatient,New York County,2016-2018,Total,Total,Total,32.51,10.835,5304,4.839
Crude/Age-Specific Rate,Asthma,Inpatient,New York County,2017-2019,Total,Total,Total,,,4980,4.548
Crude/Age-Specific Rate,Asthma,Inpatient,Niagara,2000-2002,Total,Total,Total,28.93,9.645,633,0.578
Crude/Age-Specific Rate,Asthma,Inpatient,Niagara,2000-2019,Total,Total,Total,178.79,8.940,3845,0.526
Crude/Age-Specific Rate,Asthma,Inpatient,Niagara,2001-2003,Total,Total,Total,28.91,9.637,631,0.576
Crude/Age-Specific Rate,Asthma,Inpatient,Niagara,2002-2004,Total,Total,Total,30.32,10.108,661,0.603
Crude/Age-Specific Rate,Asthma,Inpatient,Niagara,2003-2005,Total,Total,Total,33.56,11.186,730,0.666
Crude/Age-Specific Rate,Asthma,Inpatient,Niagara,2004-2006,Total,Total,Total,36.61,12.202,794,0.724
Crude/Age-Specific Rate,Asthma,Inpatient,Niagara,2005-2007,Total,Total,Total,38.20,12.732,826,0.754
Crude/Age-Specific Rate,Asthma,Inpatient,Niagara,2006-2008,Total,Total,Total,37.33,12.443,806,0.735
Crude/Age-Specific Rate,Asthma,Inpatient,Niagara,2007-2009,Total,Total,Total,36.92,12.306,797,0.727
Crude/Age-Specific Rate,Asthma,Inpatient,Niagara,2008-2010,Total,Total,Total,34.43,11.476,744,0.679
Crude/Age-Specific Rate,Asthma,Inpatient,Niagara,2009-2011,Total,Total,Total,31.24,10.413,675,0.616
Crude/Age-Specific Rate,Asthma,Inpatient,Niagara,2010-2012,Total,Total,Total,27.13,9.043,585,0.534
Crude/Age-Specific Rate,Asthma,Inpatient,Niagara,2011-2013,Total,Total,Total,25.83,8.611,555,0.506
Crude/Age-Specific Rate,Asthma,Inpatient,Niagara,2012-2014,Total,Total,Total,23.27,7.756,498,0.454
Crude/Age-Specific Rate,Asthma,Inpatient,Niagara,2013-2015,Total,Total,Total,19.60,6.534,418,0.382
Crude/Age-Specific Rate,Asthma,Inpatient,Niagara,2014-2016,Total,Total,Total,16.43,5.477,349,0.318
Crude/Age-Specific Rate,Asthma,Inpatient,Niagara,2015-2017,Total,Total,Total,15.22,5.073,322,0.294
Crude/Age-Specific Rate,Asthma,Inpatient,Niagara,2016-2018,Total,Total,Total,14.70,4.901,310,0.283
Crude/Age-Specific Rate,Asthma,Inpatient,Niagara,2017-2019,Total,Total,Total,,,286,0.261
Crude/Age-Specific Rate,Asthma,Inpatient,Oneida,2000-2002,Total,Total,Total,55.99,18.665,1313,1.198
Crude/Age-Specific Rate,Asthma,Inpatient,Oneida,2000-2019,Total,Total,Total,270.13,13.506,6298,0.862
Crude/Age-Specific Rate,Asthma,Inpatient,Oneida,2001-2003,Total,Total,Total,57.05,19.016,1336,1.220
Crude/Age-Specific Rate,Asthma,Inpatient,Oneida,2002-2004,Total,Total,Total,58.34,19.446,1367,1.247
Crude/Age-Specific Rate,Asthma,Inpatient,Oneida,2003-2005,Total,Total,Total,54.74,18.246,1283,1.171
Crude/Age-Specific Rate,Asthma,Inpatient,Oneida,2004-2006,Total,Total,Total,51.07,17.023,1197,1.092
Crude/Age-Specific Rate,Asthma,Inpatient,Oneida,2005-2007,Total,Total,Total,46.81,15.605,1097,1.002
Crude/Age-Specific Rate,Asthma,Inpatient,Oneida,2006-2008,Total,Total,Total,47.53,15.842,1114,1.016
Crude/Age-Specific Rate,Asthma,Inpatient,Oneida,2007-2009,Total,Total,Total,48.78,16.259,1144,1.044
Crude/Age-Specific Rate,Asthma,Inpatient,Oneida,2008-2010,Total,Total,Total,50.00,16.665,1173,1.070
Crude/Age-Specific Rate,Asthma,Inpatient,Oneida,2009-2011,Total,Total,Total,47.84,15.947,1122,1.025
Crude/Age-Specific Rate,Asthma,Inpatient,Oneida,2010-2012,Total,Total,Total,43.67,14.557,1023,0.933
Crude/Age-Specific Rate,Asthma,Inpatient,Oneida,2011-2013,Total,Total,Total,40.00,13.332,935,0.853
Crude/Age-Specific Rate,Asthma,Inpatient,Oneida,2012-2014,Total,Total,Total,36.06,12.019,841,0.767
Crude/Age-Specific Rate,Asthma,Inpatient,Oneida,2013-2015,Total,Total,Total,31.24,10.413,726,0.663
Crude/Age-Specific Rate,Asthma,Inpatient,Oneida,2014-2016,Total,Total,Total,24.98,8.326,578,0.527
Crude/Age-Specific Rate,Asthma,Inpatient,Oneida,2015-2017,Total,Total,Total,18.26,6.087,421,0.384
Crude/Age-Specific Rate,Asthma,Inpatient,Oneida,2016-2018,Total,Total,Total,14.05,4.682,323,0.295
Crude/Age-Specific Rate,Asthma,Inpatient,Oneida,2017-2019,Total,Total,Total,,,293,0.268
Crude/Age-Specific Rate,Asthma,Inpatient,Onondaga,2000-2002,Total,Total,Total,26.05,8.684,1195,1.090
Crude/Age-Specific Rate,Asthma,Inpatient,Onondaga,2000-2019,Total,Total,Total,151.23,7.562,7004,0.959
Crude/Age-Specific Rate,Asthma,Inpatient,Onondaga,2001-2003,Total,Total,Total,24.17,8.056,1111,1.015
Crude/Age-Specific Rate,Asthma,Inpatient,Onondaga,2002-2004,Total,Total,Total,24.45,8.148,1126,1.027
Crude/Age-Specific Rate,Asthma,Inpatient,Onondaga,2003-2005,Total,Total,Total,25.63,8.545,1182,1.078
Crude/Age-Specific Rate,Asthma,Inpatient,Onondaga,2004-2006,Total,Total,Total,26.33,8.776,1214,1.108
Crude/Age-Specific Rate,Asthma,Inpatient,Onondaga,2005-2007,Total,Total,Total,25.25,8.416,1164,1.063
Crude/Age-Specific Rate,Asthma,Inpatient,Onondaga,2006-2008,Total,Total,Total,23.81,7.938,1100,1.004
Crude/Age-Specific Rate,Asthma,Inpatient,Onondaga,2007-2009,Total,Total,Total,23.73,7.911,1100,1.004
Crude/Age-Specific Rate,Asthma,Inpatient,Onondaga,2008-2010,Total,Total,Total,24.66,8.220,1148,1.047
Crude/Age-Specific Rate,Asthma,Inpatient,Onondaga,2009-2011,Total,Total,Total,24.86,8.288,1161,1.060
Crude/Age-Specific Rate,Asthma,Inpatient,Onondaga,2010-2012,Total,Total,Total,23.00,7.667,1075,0.981
Crude/Age-Specific Rate,Asthma,Inpatient,Onondaga,2011-2013,Total,Total,Total,22.37,7.457,1046,0.954
Crude/Age-Specific Rate,Asthma,Inpatient,Onondaga,2012-2014,Total,Total,Total,21.90,7.301,1024,0.934
Crude/Age-Specific Rate,Asthma,Inpatient,Onondaga,2013-2015,Total,Total,Total,21.08,7.027,985,0.900
Crude/Age-Specific Rate,Asthma,Inpatient,Onondaga,2014-2016,Total,Total,Total,18.12,6.039,844,0.770
Crude/Age-Specific Rate,Asthma,Inpatient,Onondaga,2015-2017,Total,Total,Total,16.42,5.473,762,0.695
Crude/Age-Specific Rate,Asthma,Inpatient,Onondaga,2016-2018,Total,Total,Total,16.30,5.434,754,0.688
Crude/Age-Specific Rate,Asthma,Inpatient,Onondaga,2017-2019,Total,Total,Total,,,829,0.757
Crude/Age-Specific Rate,Asthma,Inpatient,Ontario,2000-2002,Total,Total,Total,21.41,7.136,216,0.197
Crude/Age-Specific Rate,Asthma,Inpatient,Ontario,2000-2019,Total,Total,Total,106.88,5.344,1137,0.156
Crude/Age-Specific Rate,Asthma,Inpatient,Ontario,2001-2003,Total,Total,Total,23.10,7.700,235,0.215
Crude/Age-Specific Rate,Asthma,Inpatient,Ontario,2002-2004,Total,Total,Total,23.49,7.830,241,0.220
Crude/Age-Specific Rate,Asthma,Inpatient,Ontario,2003-2005,Total,Total,Total,25.14,8.380,260,0.237
Crude/Age-Specific Rate,Asthma,Inpatient,Ontario,2004-2006,Total,Total,Total,22.58,7.525,235,0.214
Crude/Age-Specific Rate,Asthma,Inpatient,Ontario,2005-2007,Total,Total,Total,21.39,7.131,224,0.205
Crude/Age-Specific Rate,Asthma,Inpatient,Ontario,2006-2008,Total,Total,Total,19.55,6.516,206,0.188
Crude/Age-Specific Rate,Asthma,Inpatient,Ontario,2007-2009,Total,Total,Total,21.46,7.153,228,0.208
Crude/Age-Specific Rate,Asthma,Inpatient,Ontario,2008-2010,Total,Total,Total,19.40,6.466,208,0.190
Crude/Age-Specific Rate,Asthma,Inpatient,Ontario,2009-2011,Total,Total,Total,17.87,5.957,193,0.176
Crude/Age-Specific Rate,Asthma,Inpatient,Ontario,2010-2012,Total,Total,Total,13.09,4.364,142,0.130
Crude/Age-Specific Rate,Asthma,Inpatient,Ontario,2011-2013,Total,Total,Total,11.03,3.678,120,0.109
Crude/Age-Specific Rate,Asthma,Inpatient,Ontario,2012-2014,Total,Total,Total,11.01,3.670,120,0.109
Crude/Age-Specific Rate,Asthma,Inpatient,Ontario,2013-2015,Total,Total,Total,10.71,3.571,117,0.107
Crude/Age-Specific Rate,Asthma,Inpatient,Ontario,2014-2016,Total,Total,Total,10.62,3.538,116,0.106
Crude/Age-Specific Rate,Asthma,Inpatient,Ontario,2015-2017,Total,Total,Total,8.14,2.713,89,0.081
Crude/Age-Specific Rate,Asthma,Inpatient,Ontario,2016-2018,Total,Total,Total,8.04,2.679,88,0.080
Crude/Age-Specific Rate,Asthma,Inpatient,Ontario,2017-2019,Total,Total,Total,,,78,0.071
Crude/Age-Specific Rate,Asthma,Inpatient,Orange,2000-2002,Total,Total,Total,61.78,20.593,2149,1.961
Crude/Age-Specific Rate,Asthma,Inpatient,Orange,2000-2019,Total,Total,Total,283.89,14.195,10473,1.434
Crude/Age-Specific Rate,Asthma,Inpatient,Orange,2001-2003,Total,Total,Total,62.30,20.767,2200,2.009
Crude/Age-Specific Rate,Asthma,Inpatient,Orange,2002-2004,Total,Total,Total,58.65,19.551,2101,1.917
Crude/Age-Specific Rate,Asthma,Inpatient,Orange,2003-2005,Total,Total,Total,53.66,17.888,1943,1.773
Crude/Age-Specific Rate,Asthma,Inpatient,Orange,2004-2006,Total,Total,Total,47.97,15.991,1750,1.597
Crude/Age-Specific Rate,Asthma,Inpatient,Orange,2005-2007,Total,Total,Total,44.87,14.956,1645,1.502
Crude/Age-Specific Rate,Asthma,Inpatient,Orange,2006-2008,Total,Total,Total,42.58,14.192,1569,1.432
Crude/Age-Specific Rate,Asthma,Inpatient,Orange,2007-2009,Total,Total,Total,41.97,13.991,1554,1.418
Crude/Age-Specific Rate,Asthma,Inpatient,Orange,2008-2010,Total,Total,Total,41.22,13.740,1533,1.399
Crude/Age-Specific Rate,Asthma,Inpatient,Orange,2009-2011,Total,Total,Total,43.73,14.576,1632,1.490
Crude/Age-Specific Rate,Asthma,Inpatient,Orange,2010-2012,Total,Total,Total,41.10,13.699,1536,1.401
Crude/Age-Specific Rate,Asthma,Inpatient,Orange,2011-2013,Total,Total,Total,39.68,13.225,1484,1.354
Crude/Age-Specific Rate,Asthma,Inpatient,Orange,2012-2014,Total,Total,Total,38.50,12.833,1441,1.315
Crude/Age-Specific Rate,Asthma,Inpatient,Orange,2013-2015,Total,Total,Total,40.37,13.458,1514,1.383
Crude/Age-Specific Rate,Asthma,Inpatient,Orange,2014-2016,Total,Total,Total,37.94,12.646,1427,1.302
Crude/Age-Specific Rate,Asthma,Inpatient,Orange,2015-2017,Total,Total,Total,30.39,10.129,1148,1.047
Crude/Age-Specific Rate,Asthma,Inpatient,Orange,2016-2018,Total,Total,Total,23.93,7.976,909,0.829
Crude/Age-Specific Rate,Asthma,Inpatient,Orange,2017-2019,Total,Total,Total,,,850,0.776
Crude/Age-Specific Rate,Asthma,Inpatient,Orleans,2000-2002,Total,Total,Total,31.20,10.400,137,0.125
Crude/Age-Specific Rate,Asthma,Inpatient,Orleans,2000-2019,Total,Total,Total,140.14,7.007,597,0.082
Crude/Age-Specific Rate,Asthma,Inpatient,Orleans,2001-2003,Total,Total,Total,26.08,8.692,114,0.104
Crude/Age-Specific Rate,Asthma,Inpatient,Orleans,2002-2004,Total,Total,Total,26.35,8.783,115,0.105
Crude/Age-Specific Rate,Asthma,Inpatient,Orleans,2003-2005,Total,Total,Total,26.85,8.948,117,0.107
Crude/Age-Specific Rate,Asthma,Inpatient,Orleans,2004-2006,Total,Total,Total,27.80,9.267,121,0.110
Crude/Age-Specific Rate,Asthma,Inpatient,Orleans,2005-2007,Total,Total,Total,26.95,8.984,117,0.107
Crude/Age-Specific Rate,Asthma,Inpatient,Orleans,2006-2008,Total,Total,Total,26.54,8.845,115,0.105
Crude/Age-Specific Rate,Asthma,Inpatient,Orleans,2007-2009,Total,Total,Total,25.47,8.490,110,0.100
Crude/Age-Specific Rate,Asthma,Inpatient,Orleans,2008-2010,Total,Total,Total,24.17,8.057,104,0.095
Crude/Age-Specific Rate,Asthma,Inpatient,Orleans,2009-2011,Total,Total,Total,20.78,6.927,89,0.081
Crude/Age-Specific Rate,Asthma,Inpatient,Orleans,2010-2012,Total,Total,Total,18.30,6.099,78,0.071
Crude/Age-Specific Rate,Asthma,Inpatient,Orleans,2011-2013,Total,Total,Total,19.80,6.600,84,0.077
Crude/Age-Specific Rate,Asthma,Inpatient,Orleans,2012-2014,Total,Total,Total,20.40,6.799,86,0.078
Crude/Age-Specific Rate,Asthma,Inpatient,Orleans,2013-2015,Total,Total,Total,20.55,6.849,86,0.079
Crude/Age-Specific Rate,Asthma,Inpatient,Orleans,2014-2016,Total,Total,Total,13.24,4.415,55,0.050
Crude/Age-Specific Rate,Asthma,Inpatient,Orleans,2015-2017,Total,Total,Total,9.47,3.158,39,0.036
Crude/Age-Specific Rate,Asthma,Inpatient,Orleans,2016-2018,Total,Total,Total,6.11,2.038,25,0.023
Crude/Age-Specific Rate,Asthma,Inpatient,Orleans,2017-2019,Total,Total,Total,,,21,0.019
Crude/Age-Specific Rate,Asthma,Inpatient,Oswego,2000-2002,Total,Total,Total,29.25,9.748,358,0.327
Crude/Age-Specific Rate,Asthma,Inpatient,Oswego,2000-2019,Total,Total,Total,139.83,6.992,1695,0.232
Crude/Age-Specific Rate,Asthma,Inpatient,Oswego,2001-2003,Total,Total,Total,30.99,10.329,380,0.347
Crude/Age-Specific Rate,Asthma,Inpatient,Oswego,2002-2004,Total,Total,Total,29.92,9.974,368,0.336
Crude/Age-Specific Rate,Asthma,Inpatient,Oswego,2003-2005,Total,Total,Total,29.59,9.862,364,0.332
Crude/Age-Specific Rate,Asthma,Inpatient,Oswego,2004-2006,Total,Total,Total,26.31,8.769,323,0.295
Crude/Age-Specific Rate,Asthma,Inpatient,Oswego,2005-2007,Total,Total,Total,24.35,8.115,298,0.272
Crude/Age-Specific Rate,Asthma,Inpatient,Oswego,2006-2008,Total,Total,Total,23.55,7.849,288,0.263
Crude/Age-Specific Rate,Asthma,Inpatient,Oswego,2007-2009,Total,Total,Total,24.63,8.210,301,0.275
Crude/Age-Specific Rate,Asthma,Inpatient,Oswego,2008-2010,Total,Total,Total,25.21,8.402,308,0.281
Crude/Age-Specific Rate,Asthma,Inpatient,Oswego,2009-2011,Total,Total,Total,23.35,7.783,285,0.260
Crude/Age-Specific Rate,Asthma,Inpatient,Oswego,2010-2012,Total,Total,Total,20.02,6.674,244,0.223
Crude/Age-Specific Rate,Asthma,Inpatient,Oswego,2011-2013,Total,Total,Total,16.29,5.430,198,0.181
Crude/Age-Specific Rate,Asthma,Inpatient,Oswego,2012-2014,Total,Total,Total,15.11,5.038,183,0.167
Crude/Age-Specific Rate,Asthma,Inpatient,Oswego,2013-2015,Total,Total,Total,14.27,4.758,172,0.157
Crude/Age-Specific Rate,Asthma,Inpatient,Oswego,2014-2016,Total,Total,Total,12.53,4.176,150,0.137
Crude/Age-Specific Rate,Asthma,Inpatient,Oswego,2015-2017,Total,Total,Total,10.17,3.389,121,0.110
Crude/Age-Specific Rate,Asthma,Inpatient,Oswego,2016-2018,Total,Total,Total,9.38,3.128,111,0.101
Crude/Age-Specific Rate,Asthma,Inpatient,Oswego,2017-2019,Total,Total,Total,,,127,0.116
Crude/Age-Specific Rate,Asthma,Inpatient,Otsego,2000-2002,Total,Total,Total,36.15,12.051,224,0.204
Crude/Age-Specific Rate,Asthma,Inpatient,Otsego,2000-2019,Total,Total,Total,179.96,8.998,1110,0.152
Crude/Age-Specific Rate,Asthma,Inpatient,Otsego,2001-2003,Total,Total,Total,40.36,13.452,251,0.229
Crude/Age-Specific Rate,Asthma,Inpatient,Otsego,2002-2004,Total,Total,Total,41.58,13.860,260,0.237
Crude/Age-Specific Rate,Asthma,Inpatient,Otsego,2003-2005,Total,Total,Total,41.20,13.735,259,0.236
Crude/Age-Specific Rate,Asthma,Inpatient,Otsego,2004-2006,Total,Total,Total,36.50,12.167,230,0.210
Crude/Age-Specific Rate,Asthma,Inpatient,Otsego,2005-2007,Total,Total,Total,34.12,11.375,215,0.196
Crude/Age-Specific Rate,Asthma,Inpatient,Otsego,2006-2008,Total,Total,Total,32.78,10.928,206,0.188
Crude/Age-Specific Rate,Asthma,Inpatient,Otsego,2007-2009,Total,Total,Total,34.03,11.345,213,0.194
Crude/Age-Specific Rate,Asthma,Inpatient,Otsego,2008-2010,Total,Total,Total,31.43,10.476,196,0.179
Crude/Age-Specific Rate,Asthma,Inpatient,Otsego,2009-2011,Total,Total,Total,30.88,10.294,192,0.175
Crude/Age-Specific Rate,Asthma,Inpatient,Otsego,2010-2012,Total,Total,Total,26.78,8.926,166,0.151
Crude/Age-Specific Rate,Asthma,Inpatient,Otsego,2011-2013,Total,Total,Total,25.25,8.417,156,0.142
Crude/Age-Specific Rate,Asthma,Inpatient,Otsego,2012-2014,Total,Total,Total,21.81,7.270,134,0.122
Crude/Age-Specific Rate,Asthma,Inpatient,Otsego,2013-2015,Total,Total,Total,19.17,6.391,117,0.107
Crude/Age-Specific Rate,Asthma,Inpatient,Otsego,2014-2016,Total,Total,Total,14.70,4.901,89,0.081
Crude/Age-Specific Rate,Asthma,Inpatient,Otsego,2015-2017,Total,Total,Total,9.97,3.323,60,0.055
Crude/Age-Specific Rate,Asthma,Inpatient,Otsego,2016-2018,Total,Total,Total,7.01,2.335,42,0.038
Crude/Age-Specific Rate,Asthma,Inpatient,Otsego,2017-2019,Total,Total,Total,,,44,0.040
Crude/Age-Specific Rate,Asthma,Inpatient,Putnam,2000-2002,Total,Total,Total,21.83,7.276,212,0.193
Crude/Age-Specific Rate,Asthma,Inpatient,Putnam,2000-2019,Total,Total,Total,154.99,7.750,1534,0.210
Crude/Age-Specific Rate,Asthma,Inpatient,Putnam,2001-2003,Total,Total,Total,22.63,7.544,222,0.203
Crude/Age-Specific Rate,Asthma,Inpatient,Putnam,2002-2004,Total,Total,Total,23.26,7.752,230,0.210
Crude/Age-Specific Rate,Asthma,Inpatient,Putnam,2003-2005,Total,Total,Total,26.17,8.725,260,0.237
Crude/Age-Specific Rate,Asthma,Inpatient,Putnam,2004-2006,Total,Total,Total,24.43,8.143,243,0.222
Crude/Age-Specific Rate,Asthma,Inpatient,Putnam,2005-2007,Total,Total,Total,24.63,8.211,245,0.224
Crude/Age-Specific Rate,Asthma,Inpatient,Putnam,2006-2008,Total,Total,Total,25.94,8.648,258,0.235
Crude/Age-Specific Rate,Asthma,Inpatient,Putnam,2007-2009,Total,Total,Total,28.93,9.643,288,0.263
Crude/Age-Specific Rate,Asthma,Inpatient,Putnam,2008-2010,Total,Total,Total,29.01,9.670,289,0.264
Crude/Age-Specific Rate,Asthma,Inpatient,Putnam,2009-2011,Total,Total,Total,28.68,9.560,286,0.261
Crude/Age-Specific Rate,Asthma,Inpatient,Putnam,2010-2012,Total,Total,Total,25.07,8.358,250,0.228
Crude/Age-Specific Rate,Asthma,Inpatient,Putnam,2011-2013,Total,Total,Total,24.48,8.160,244,0.223
Crude/Age-Specific Rate,Asthma,Inpatient,Putnam,2012-2014,Total,Total,Total,21.90,7.300,218,0.199
Crude/Age-Specific Rate,Asthma,Inpatient,Putnam,2013-2015,Total,Total,Total,22.74,7.579,226,0.206
