rate_adj,health_event,geography,geography_code,year,sex,race,age,Count,Population,rate,lb,ub,significance
Crude/Age-Specific Rate,Asthma,Union,119,2012,Female,All Races,Child,ND,"3,967",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Venango,121,2012,Female,All Races,Child,ND,"5,497",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Warren,123,2012,Female,All Races,Child,ND,"3,913",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Washington,125,2012,Female,All Races,Child,13,"20,421",63.7,29.1,98.3,-
Crude/Age-Specific Rate,Asthma,Wayne,127,2012,Female,All Races,Child,ND,"4,641",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Westmoreland,129,2012,Female,All Races,Child,32,"33,983",94.2,61.5,126.8,-
Crude/Age-Specific Rate,Asthma,Wyoming,131,2012,Female,All Races,Child,ND,"2,773",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,York,133,2012,Female,All Races,Child,18,"48,367",37.2,20,54.4,-
Crude/Age-Specific Rate,Asthma,Pennsylvania,0,2011,Female,All Races,Child,"2,550","1,347,245",189.3,181.9,196.6,
Crude/Age-Specific Rate,Asthma,Adams,1,2011,Female,All Races,Child,ND,"10,886",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Allegheny,3,2011,Female,All Races,Child,183,"117,184",156.2,133.5,178.8,-
Crude/Age-Specific Rate,Asthma,Armstrong,5,2011,Female,All Races,Child,ND,"6,719",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Beaver,7,2011,Female,All Races,Child,22,"16,659",132.1,76.9,187.2,
Crude/Age-Specific Rate,Asthma,Bedford,9,2011,Female,All Races,Child,ND,"5,056",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Berks,11,2011,Female,All Races,Child,72,"47,182",152.6,117.4,187.8,
Crude/Age-Specific Rate,Asthma,Blair,13,2011,Female,All Races,Child,ND,"12,806",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Bradford,15,2011,Female,All Races,Child,ND,"6,855",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Bucks,17,2011,Female,All Races,Child,63,"68,635",91.8,69.1,114.5,-
Crude/Age-Specific Rate,Asthma,Butler,19,2011,Female,All Races,Child,ND,"19,623",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Cambria,21,2011,Female,All Races,Child,16,"13,538",118.2,60.3,176.1,-
Crude/Age-Specific Rate,Asthma,Cameron,23,2011,Female,All Races,Child,ND,473,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Carbon,25,2011,Female,All Races,Child,ND,"6,450",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Centre,27,2011,Female,All Races,Child,ND,"11,872",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Chester,29,2011,Female,All Races,Child,28,"60,435",46.3,29.2,63.5,-
Crude/Age-Specific Rate,Asthma,Clarion,31,2011,Female,All Races,Child,ND,"3,800",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Clearfield,33,2011,Female,All Races,Child,ND,"7,648",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Clinton,35,2011,Female,All Races,Child,ND,"3,968",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Columbia,37,2011,Female,All Races,Child,ND,"6,028",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Crawford,39,2011,Female,All Races,Child,10,"9,482",105.5,40.1,170.8,-
Crude/Age-Specific Rate,Asthma,Cumberland,41,2011,Female,All Races,Child,13,"23,965",54.2,24.8,83.7,-
Crude/Age-Specific Rate,Asthma,Dauphin,43,2011,Female,All Races,Child,26,"29,938",86.8,53.5,120.2,-
Crude/Age-Specific Rate,Asthma,Delaware,45,2011,Female,All Races,Child,114,"63,017",180.9,147.7,214.1,
Crude/Age-Specific Rate,Asthma,Elk,47,2011,Female,All Races,Child,ND,"3,187",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Erie,49,2011,Female,All Races,Child,25,"30,516",81.9,49.8,114,-
Crude/Age-Specific Rate,Asthma,Fayette,51,2011,Female,All Races,Child,ND,"13,209",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Forest,53,2011,Female,All Races,Child,ND,381,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Franklin,55,2011,Female,All Races,Child,12,"17,322",69.3,30.1,108.5,-
Crude/Age-Specific Rate,Asthma,Fulton,57,2011,Female,All Races,Child,ND,"1,610",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Greene,59,2011,Female,All Races,Child,ND,"3,628",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Huntingdon,61,2011,Female,All Races,Child,ND,"4,419",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Indiana,63,2011,Female,All Races,Child,ND,"8,283",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Jefferson,65,2011,Female,All Races,Child,ND,"4,613",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Juniata,67,2011,Female,All Races,Child,ND,"2,821",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Lackawanna,69,2011,Female,All Races,Child,18,"21,210",84.9,45.7,124.1,-
Crude/Age-Specific Rate,Asthma,Lancaster,71,2011,Female,All Races,Child,40,"62,801",63.7,44,83.4,-
Crude/Age-Specific Rate,Asthma,Lawrence,73,2011,Female,All Races,Child,13,"9,323",139.4,63.6,215.2,
Crude/Age-Specific Rate,Asthma,Lebanon,75,2011,Female,All Races,Child,16,"14,932",107.2,54.6,159.7,-
Crude/Age-Specific Rate,Asthma,Lehigh,77,2011,Female,All Races,Child,28,"39,915",70.1,44.2,96.1,-
Crude/Age-Specific Rate,Asthma,Luzerne,79,2011,Female,All Races,Child,28,"31,157",89.9,56.6,123.2,-
Crude/Age-Specific Rate,Asthma,Lycoming,81,2011,Female,All Races,Child,ND,"11,704",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,McKean,83,2011,Female,All Races,Child,ND,"4,320",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Mercer,85,2011,Female,All Races,Child,ND,"11,986",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Mifflin,87,2011,Female,All Races,Child,ND,"5,105",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Monroe,89,2011,Female,All Races,Child,25,"19,148",130.6,79.4,181.7,-
Crude/Age-Specific Rate,Asthma,Montgomery,91,2011,Female,All Races,Child,89,"89,213",99.8,79,120.5,-
Crude/Age-Specific Rate,Asthma,Montour,93,2011,Female,All Races,Child,ND,"1,821",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Northampton,95,2011,Female,All Races,Child,28,"31,388",89.2,56.2,122.2,-
Crude/Age-Specific Rate,Asthma,Northumberland,97,2011,Female,All Races,Child,ND,"9,210",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Perry,99,2011,Female,All Races,Child,ND,"5,056",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Philadelphia,101,2011,Female,All Races,Child,"1,428","169,089",844.5,800.7,888.3,+
Crude/Age-Specific Rate,Asthma,Pike,103,2011,Female,All Races,Child,ND,"6,118",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Potter,105,2011,Female,All Races,Child,ND,"1,799",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Schuylkill,107,2011,Female,All Races,Child,14,"14,131",99.1,47.2,151,-
Crude/Age-Specific Rate,Asthma,Snyder,109,2011,Female,All Races,Child,ND,"4,229",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Somerset,111,2011,Female,All Races,Child,ND,"7,200",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Sullivan,113,2011,Female,All Races,Child,ND,510,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Susquehanna,115,2011,Female,All Races,Child,ND,"4,247",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Tioga,117,2011,Female,All Races,Child,ND,"4,298",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Union,119,2011,Female,All Races,Child,ND,"4,013",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Venango,121,2011,Female,All Races,Child,ND,"5,618",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Warren,123,2011,Female,All Races,Child,ND,"4,016",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Washington,125,2011,Female,All Races,Child,19,"20,547",92.5,50.9,134.1,-
Crude/Age-Specific Rate,Asthma,Wayne,127,2011,Female,All Races,Child,ND,"4,772",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Westmoreland,129,2011,Female,All Races,Child,31,"34,549",89.7,58.1,121.3,-
Crude/Age-Specific Rate,Asthma,Wyoming,131,2011,Female,All Races,Child,ND,"2,827",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,York,133,2011,Female,All Races,Child,25,"48,785",51.2,31.2,71.3,-
Crude/Age-Specific Rate,Asthma,Pennsylvania,0,2010,Female,All Races,Child,"2,596","1,362,704",190.5,183.2,197.8,
Crude/Age-Specific Rate,Asthma,Adams,1,2010,Female,All Races,Child,ND,"11,076",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Allegheny,3,2010,Female,All Races,Child,212,"118,150",179.4,155.3,203.6,
Crude/Age-Specific Rate,Asthma,Armstrong,5,2010,Female,All Races,Child,ND,"6,944",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Beaver,7,2010,Female,All Races,Child,13,"16,933",76.8,35,118.5,-
Crude/Age-Specific Rate,Asthma,Bedford,9,2010,Female,All Races,Child,10,"5,170",193.4,73.5,313.3,
Crude/Age-Specific Rate,Asthma,Berks,11,2010,Female,All Races,Child,46,"47,749",96.3,68.5,124.2,-
Crude/Age-Specific Rate,Asthma,Blair,13,2010,Female,All Races,Child,13,"13,068",99.5,45.4,153.6,-
Crude/Age-Specific Rate,Asthma,Bradford,15,2010,Female,All Races,Child,ND,"6,951",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Bucks,17,2010,Female,All Races,Child,67,"69,895",95.9,72.9,118.8,-
Crude/Age-Specific Rate,Asthma,Butler,19,2010,Female,All Races,Child,ND,"19,892",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Cambria,21,2010,Female,All Races,Child,13,"13,703",94.9,43.3,146.4,-
Crude/Age-Specific Rate,Asthma,Cameron,23,2010,Female,All Races,Child,ND,499,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Carbon,25,2010,Female,All Races,Child,ND,"6,601",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Centre,27,2010,Female,All Races,Child,ND,"12,016",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Chester,29,2010,Female,All Races,Child,39,"60,493",64.5,44.2,84.7,-
Crude/Age-Specific Rate,Asthma,Clarion,31,2010,Female,All Races,Child,ND,"3,868",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Clearfield,33,2010,Female,All Races,Child,11,"7,892",139.4,57,221.8,
Crude/Age-Specific Rate,Asthma,Clinton,35,2010,Female,All Races,Child,ND,"3,977",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Columbia,37,2010,Female,All Races,Child,ND,"6,094",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Crawford,39,2010,Female,All Races,Child,ND,"9,600",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Cumberland,41,2010,Female,All Races,Child,ND,"23,949",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Dauphin,43,2010,Female,All Races,Child,26,"30,399",85.5,52.7,118.4,-
Crude/Age-Specific Rate,Asthma,Delaware,45,2010,Female,All Races,Child,152,"63,686",238.7,200.7,276.6,+
Crude/Age-Specific Rate,Asthma,Elk,47,2010,Female,All Races,Child,ND,"3,272",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Erie,49,2010,Female,All Races,Child,17,"30,881",55.1,28.9,81.2,-
Crude/Age-Specific Rate,Asthma,Fayette,51,2010,Female,All Races,Child,13,"13,555",95.9,43.8,148,-
Crude/Age-Specific Rate,Asthma,Forest,53,2010,Female,All Races,Child,ND,411,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Franklin,55,2010,Female,All Races,Child,ND,"17,467",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Fulton,57,2010,Female,All Races,Child,ND,"1,649",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Greene,59,2010,Female,All Races,Child,ND,"3,682",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Huntingdon,61,2010,Female,All Races,Child,ND,"4,501",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Indiana,63,2010,Female,All Races,Child,ND,"8,241",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Jefferson,65,2010,Female,All Races,Child,ND,"4,755",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Juniata,67,2010,Female,All Races,Child,ND,"2,897",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Lackawanna,69,2010,Female,All Races,Child,18,"21,420",84,45.2,122.9,-
Crude/Age-Specific Rate,Asthma,Lancaster,71,2010,Female,All Races,Child,37,"63,094",58.6,39.7,77.5,-
Crude/Age-Specific Rate,Asthma,Lawrence,73,2010,Female,All Races,Child,ND,"9,460",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Lebanon,75,2010,Female,All Races,Child,24,"15,060",159.4,95.6,223.1,
Crude/Age-Specific Rate,Asthma,Lehigh,77,2010,Female,All Races,Child,36,"40,154",89.7,60.4,118.9,-
Crude/Age-Specific Rate,Asthma,Luzerne,79,2010,Female,All Races,Child,39,"31,680",123.1,84.5,161.7,-
Crude/Age-Specific Rate,Asthma,Lycoming,81,2010,Female,All Races,Child,ND,"11,800",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,McKean,83,2010,Female,All Races,Child,ND,"4,384",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Mercer,85,2010,Female,All Races,Child,18,"12,203",147.5,79.4,215.6,
Crude/Age-Specific Rate,Asthma,Mifflin,87,2010,Female,All Races,Child,ND,"5,218",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Monroe,89,2010,Female,All Races,Child,32,"19,675",162.6,106.3,219,
Crude/Age-Specific Rate,Asthma,Montgomery,91,2010,Female,All Races,Child,98,"89,733",109.2,87.6,130.8,-
Crude/Age-Specific Rate,Asthma,Montour,93,2010,Female,All Races,Child,ND,"1,826",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Northampton,95,2010,Female,All Races,Child,32,"31,929",100.2,65.5,134.9,-
Crude/Age-Specific Rate,Asthma,Northumberland,97,2010,Female,All Races,Child,ND,"9,395",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Perry,99,2010,Female,All Races,Child,ND,"5,168",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Philadelphia,101,2010,Female,All Races,Child,"1,407","169,594",829.6,786.3,873,+
Crude/Age-Specific Rate,Asthma,Pike,103,2010,Female,All Races,Child,ND,"6,427",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Potter,105,2010,Female,All Races,Child,ND,"1,860",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Schuylkill,107,2010,Female,All Races,Child,12,"14,404",83.3,36.2,130.4,-
Crude/Age-Specific Rate,Asthma,Snyder,109,2010,Female,All Races,Child,ND,"4,245",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Somerset,111,2010,Female,All Races,Child,ND,"7,440",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Sullivan,113,2010,Female,All Races,Child,ND,507,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Susquehanna,115,2010,Female,All Races,Child,ND,"4,398",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Tioga,117,2010,Female,All Races,Child,ND,"4,280",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Union,119,2010,Female,All Races,Child,ND,"4,032",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Venango,121,2010,Female,All Races,Child,ND,"5,774",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Warren,123,2010,Female,All Races,Child,ND,"4,202",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Washington,125,2010,Female,All Races,Child,12,"20,722",57.9,25.1,90.7,-
Crude/Age-Specific Rate,Asthma,Wayne,127,2010,Female,All Races,Child,ND,"4,936",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Westmoreland,129,2010,Female,All Races,Child,28,"35,310",79.3,49.9,108.7,-
Crude/Age-Specific Rate,Asthma,Wyoming,131,2010,Female,All Races,Child,ND,"2,958",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,York,133,2010,Female,All Races,Child,13,"49,500",26.3,12,40.5,-
Crude/Age-Specific Rate,Asthma,Pennsylvania,0,2009,Female,All Races,Child,"2,850","1,395,928",204.2,196.7,211.7,
Crude/Age-Specific Rate,Asthma,Adams,1,2009,Female,All Races,Child,14,"11,423",122.6,58.4,186.8,-
Crude/Age-Specific Rate,Asthma,Allegheny,3,2009,Female,All Races,Child,196,"127,586",153.6,132.1,175.1,-
Crude/Age-Specific Rate,Asthma,Armstrong,5,2009,Female,All Races,Child,ND,"7,418",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Beaver,7,2009,Female,All Races,Child,11,"17,314",63.5,26,101.1,-
Crude/Age-Specific Rate,Asthma,Bedford,9,2009,Female,All Races,Child,13,"5,240",248.1,113.2,383,
Crude/Age-Specific Rate,Asthma,Berks,11,2009,Female,All Races,Child,62,"50,142",123.6,92.9,154.4,-
Crude/Age-Specific Rate,Asthma,Blair,13,2009,Female,All Races,Child,27,"13,094",206.2,128.4,284,
Crude/Age-Specific Rate,Asthma,Bradford,15,2009,Female,All Races,Child,ND,"6,955",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Bucks,17,2009,Female,All Races,Child,81,"70,512",114.9,89.9,139.9,-
Crude/Age-Specific Rate,Asthma,Butler,19,2009,Female,All Races,Child,10,"21,012",47.6,18.1,77.1,-
Crude/Age-Specific Rate,Asthma,Cambria,21,2009,Female,All Races,Child,12,"13,822",86.8,37.7,135.9,-
Crude/Age-Specific Rate,Asthma,Cameron,23,2009,Female,All Races,Child,ND,ND,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Carbon,25,2009,Female,All Races,Child,ND,"6,045",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Centre,27,2009,Female,All Races,Child,ND,"12,276",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Chester,29,2009,Female,All Races,Child,36,"60,257",59.7,40.2,79.3,-
Crude/Age-Specific Rate,Asthma,Clarion,31,2009,Female,All Races,Child,ND,"4,138",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Clearfield,33,2009,Female,All Races,Child,ND,"7,944",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Clinton,35,2009,Female,All Races,Child,ND,"3,997",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Columbia,37,2009,Female,All Races,Child,ND,"6,411",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Crawford,39,2009,Female,All Races,Child,ND,"10,299",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Cumberland,41,2009,Female,All Races,Child,12,"24,389",49.2,21.4,77,-
Crude/Age-Specific Rate,Asthma,Dauphin,43,2009,Female,All Races,Child,38,"30,138",126.1,86,166.2,-
Crude/Age-Specific Rate,Asthma,Delaware,45,2009,Female,All Races,Child,159,"64,356",247.1,208.7,285.5,
Crude/Age-Specific Rate,Asthma,Elk,47,2009,Female,All Races,Child,ND,"3,346",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Erie,49,2009,Female,All Races,Child,18,"31,487",57.2,30.8,83.6,-
Crude/Age-Specific Rate,Asthma,Fayette,51,2009,Female,All Races,Child,13,"14,108",92.1,42.1,142.2,-
Crude/Age-Specific Rate,Asthma,Forest,53,2009,Female,All Races,Child,ND,288,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Franklin,55,2009,Female,All Races,Child,14,"16,800",83.3,39.7,127,-
Crude/Age-Specific Rate,Asthma,Fulton,57,2009,Female,All Races,Child,ND,"1,641",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Greene,59,2009,Female,All Races,Child,ND,"3,453",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Huntingdon,61,2009,Female,All Races,Child,ND,"4,449",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Indiana,63,2009,Female,All Races,Child,ND,"8,722",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Jefferson,65,2009,Female,All Races,Child,ND,"4,529",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Juniata,67,2009,Female,All Races,Child,ND,"2,608",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Lackawanna,69,2009,Female,All Races,Child,29,"21,899",132.4,84.2,180.6,-
Crude/Age-Specific Rate,Asthma,Lancaster,71,2009,Female,All Races,Child,26,"62,944",41.3,25.4,57.2,-
Crude/Age-Specific Rate,Asthma,Lawrence,73,2009,Female,All Races,Child,11,"9,697",113.4,46.4,180.5,-
Crude/Age-Specific Rate,Asthma,Lebanon,75,2009,Female,All Races,Child,13,"13,897",93.5,42.7,144.4,-
Crude/Age-Specific Rate,Asthma,Lehigh,77,2009,Female,All Races,Child,38,"39,653",95.8,65.4,126.3,-
Crude/Age-Specific Rate,Asthma,Luzerne,79,2009,Female,All Races,Child,36,"30,258",119,80.1,157.8,-
Crude/Age-Specific Rate,Asthma,Lycoming,81,2009,Female,All Races,Child,ND,"11,717",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,McKean,83,2009,Female,All Races,Child,ND,"4,464",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Mercer,85,2009,Female,All Races,Child,ND,"12,643",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Mifflin,87,2009,Female,All Races,Child,ND,"5,382",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Monroe,89,2009,Female,All Races,Child,35,"19,051",183.7,122.9,244.6,
Crude/Age-Specific Rate,Asthma,Montgomery,91,2009,Female,All Races,Child,115,"87,378",131.6,107.6,155.7,-
Crude/Age-Specific Rate,Asthma,Montour,93,2009,Female,All Races,Child,ND,"1,961",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Northampton,95,2009,Female,All Races,Child,29,"33,310",87.1,55.4,118.7,-
Crude/Age-Specific Rate,Asthma,Northumberland,97,2009,Female,All Races,Child,ND,"9,169",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Perry,99,2009,Female,All Races,Child,ND,"5,188",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Philadelphia,101,2009,Female,All Races,Child,"1,573","189,575",829.8,788.7,870.8,+
Crude/Age-Specific Rate,Asthma,Pike,103,2009,Female,All Races,Child,ND,"5,886",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Potter,105,2009,Female,All Races,Child,ND,"1,851",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Schuylkill,107,2009,Female,All Races,Child,13,"13,902",93.5,42.7,144.3,-
Crude/Age-Specific Rate,Asthma,Snyder,109,2009,Female,All Races,Child,ND,"4,281",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Somerset,111,2009,Female,All Races,Child,ND,"7,415",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Sullivan,113,2009,Female,All Races,Child,ND,585,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Susquehanna,115,2009,Female,All Races,Child,ND,"4,194",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Tioga,117,2009,Female,All Races,Child,ND,"4,979",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Union,119,2009,Female,All Races,Child,ND,"3,480",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Venango,121,2009,Female,All Races,Child,ND,"5,866",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Warren,123,2009,Female,All Races,Child,ND,"4,178",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Washington,125,2009,Female,All Races,Child,22,"20,944",105,61.1,148.9,-
Crude/Age-Specific Rate,Asthma,Wayne,127,2009,Female,All Races,Child,ND,"4,671",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Westmoreland,129,2009,Female,All Races,Child,25,"35,821",69.8,42.4,97.1,-
Crude/Age-Specific Rate,Asthma,Wyoming,131,2009,Female,All Races,Child,ND,"3,122",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,York,133,2009,Female,All Races,Child,18,"49,803",36.1,19.4,52.8,-
Crude/Age-Specific Rate,Asthma,Pennsylvania,0,2008,Female,All Races,Child,"2,415","1,381,864",174.8,167.8,181.7,
Crude/Age-Specific Rate,Asthma,Adams,1,2008,Female,All Races,Child,12,"11,425",105,45.6,164.5,-
Crude/Age-Specific Rate,Asthma,Allegheny,3,2008,Female,All Races,Child,194,"125,916",154.1,132.4,175.8,
Crude/Age-Specific Rate,Asthma,Armstrong,5,2008,Female,All Races,Child,12,"7,456",160.9,69.9,252,
Crude/Age-Specific Rate,Asthma,Beaver,7,2008,Female,All Races,Child,15,"17,508",85.7,42.3,129,-
Crude/Age-Specific Rate,Asthma,Bedford,9,2008,Female,All Races,Child,ND,"5,316",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Berks,11,2008,Female,All Races,Child,48,"49,609",96.8,69.4,124.1,-
Crude/Age-Specific Rate,Asthma,Blair,13,2008,Female,All Races,Child,16,"13,102",122.1,62.3,182,
Crude/Age-Specific Rate,Asthma,Bradford,15,2008,Female,All Races,Child,ND,"6,986",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Bucks,17,2008,Female,All Races,Child,73,"71,475",102.1,78.7,125.6,-
Crude/Age-Specific Rate,Asthma,Butler,19,2008,Female,All Races,Child,ND,"21,084",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Cambria,21,2008,Female,All Races,Child,16,"13,944",114.7,58.5,171,
Crude/Age-Specific Rate,Asthma,Cameron,23,2008,Female,All Races,Child,ND,580,ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Carbon,25,2008,Female,All Races,Child,ND,"6,078",ND,ND,ND,-
Crude/Age-Specific Rate,Asthma,Centre,27,2008,Female,All Races,Child,ND,"12,096",ND,ND,ND,-
